集計年,産業大分類コード,産業大分類名,年齢,所定内給与額（万円）,年間賞与その他特別給与額（万円）,一人当たり賃金（万円）
2011,P,医療，福祉,50～54歳,31.3387,84.3549,460.419
2011,P,医療，福祉,55～59歳,31.0126,87.5143,459.666
2011,P,医療，福祉,60～64歳,29.8089,64.4864,422.1937
2011,P,医療，福祉,65～69歳,31.1335,48.5162,422.1181
2011,P,医療，福祉,70歳～,46.5864,53.6652,612.7022
2011,Q,複合サービス事業,年齢計,28.4411,97.3898,438.6831
2011,Q,複合サービス事業,～19歳,15.0422,15.714,196.221
2011,Q,複合サービス事業,20～24歳,18.1472,43.6108,261.3776
2011,Q,複合サービス事業,25～29歳,20.6209,71.1183,318.5697
2011,Q,複合サービス事業,30～34歳,23.8832,81.8942,368.4932
2011,Q,複合サービス事業,35～39歳,27.3664,100.4222,428.8186
2011,Q,複合サービス事業,40～44歳,29.9328,111.5216,470.7158
2011,Q,複合サービス事業,45～49歳,32.9248,115.6471,510.7451
2011,Q,複合サービス事業,50～54歳,36.3687,131.1733,567.5979
2011,Q,複合サービス事業,55～59歳,35.4221,120.8742,545.9399
2011,Q,複合サービス事業,60～64歳,23.4531,44.3268,325.7634
2011,Q,複合サービス事業,65～69歳,20.2687,22.5254,265.75
2011,Q,複合サービス事業,70歳～,19.5611,11.7489,246.4816
2011,R,サービス業（他に分類されないもの）,年齢計,25.4169,54.0156,359.0181
2011,R,サービス業（他に分類されないもの）,～19歳,16.3979,8.0927,204.8681
2011,R,サービス業（他に分類されないもの）,20～24歳,18.825,24.475,250.3756
2011,R,サービス業（他に分類されないもの）,25～29歳,21.956,38.9648,302.4366
2011,R,サービス業（他に分類されないもの）,30～34歳,24.0065,49.4096,337.4874
2011,R,サービス業（他に分類されないもの）,35～39歳,26.5764,58.128,377.0446
2011,R,サービス業（他に分類されないもの）,40～44歳,28.0997,68.3791,405.5757
2011,R,サービス業（他に分類されないもの）,45～49歳,29.4504,73.3812,426.7858
2011,R,サービス業（他に分類されないもの）,50～54歳,29.5548,72.0735,426.7313
2011,R,サービス業（他に分類されないもの）,55～59歳,28.4119,65.6128,406.5552
2011,R,サービス業（他に分類されないもの）,60～64歳,22.7485,39.8838,312.8662
2011,R,サービス業（他に分類されないもの）,65～69歳,18.6796,25.0387,249.1943
2011,R,サービス業（他に分類されないもの）,70歳～,18.3759,13.8409,234.3519
2012,C,鉱業，採石業，砂利採取業,年齢計,31.219,101.0711,475.699
2012,C,鉱業，採石業，砂利採取業,～19歳,18.2636,15.6343,234.7971
2012,C,鉱業，採石業，砂利採取業,20～24歳,20.9053,77.7327,328.5964
2012,C,鉱業，採石業，砂利採取業,25～29歳,25.038,86.8809,387.3374
2012,C,鉱業，採石業，砂利採取業,30～34歳,26.5076,80.3124,398.4037
2012,C,鉱業，採石業，砂利採取業,35～39歳,29.8363,88.9118,446.9478
2012,C,鉱業，採石業，砂利採取業,40～44歳,34.2494,124.8145,535.8078
2012,C,鉱業，採石業，砂利採取業,45～49歳,36.2315,137.279,572.0571
2012,C,鉱業，採石業，砂利採取業,50～54歳,38.4937,141.7321,603.6568
2012,C,鉱業，採石業，砂利採取業,55～59歳,34.945,112.0319,531.3713
2012,C,鉱業，採石業，砂利採取業,60～64歳,24.9619,49.5745,349.1169
2012,C,鉱業，採石業，砂利採取業,65～69歳,23.6071,15.5368,298.8219
2012,C,鉱業，採石業，砂利採取業,70歳～,21.83,17.824,279.784
2012,D,建設業,年齢計,31.1136,62.8944,436.2574
2012,D,建設業,～19歳,17.3029,6.6258,214.2606
2012,D,建設業,20～24歳,21.0505,31.0067,283.6123
2012,D,建設業,25～29歳,24.1309,50.0326,339.6037
2012,D,建設業,30～34歳,27.2499,51.4037,378.4025
2012,D,建設業,35～39歳,30.9961,67.6273,439.5809
2012,D,建設業,40～44歳,33.7939,77.7165,483.2437
2012,D,建設業,45～49歳,36.3404,82.7572,518.8424
2012,D,建設業,50～54歳,37.8651,80.1982,534.5793
2012,D,建設業,55～59歳,36.6757,77.3992,517.5071
2012,D,建設業,60～64歳,28.1261,39.3738,376.8871
2012,D,建設業,65～69歳,25.2369,19.2477,322.0905
2012,D,建設業,70歳～,23.3649,13.0682,293.4475
2012,E,製造業,年齢計,29.1343,94.6234,444.2355
2012,E,製造業,～19歳,17.0361,13.6384,218.0715
2012,E,製造業,20～24歳,19.0066,44.8803,272.9591
2012,E,製造業,25～29歳,22.3198,65.3802,333.2181
2012,E,製造業,30～34歳,25.4327,80.0132,385.206
2012,E,製造業,35～39歳,28.417,93.1211,434.1245
2012,E,製造業,40～44歳,32.4018,112.5733,501.3951
2012,E,製造業,45～49歳,35.1243,127.2635,548.7546
2012,E,製造業,50～54歳,36.7518,131.4064,572.428
2012,E,製造業,55～59歳,35.2046,122.0305,544.4862
2012,E,製造業,60～64歳,23.8095,56.8904,342.6044
2012,E,製造業,65～69歳,22.5562,24.3971,295.0716
2012,E,製造業,70歳～,22.1122,24.0203,289.3666
2012,F,電気・ガス・熱供給・水道業,年齢計,39.8801,147.9752,626.5362
2012,F,電気・ガス・熱供給・水道業,～19歳,17.202,20.3037,226.728
2012,F,電気・ガス・熱供給・水道業,20～24歳,20.3336,62.4347,306.4374
2012,F,電気・ガス・熱供給・水道業,25～29歳,26.0043,90.9791,403.0311
2012,F,電気・ガス・熱供給・水道業,30～34歳,32.2288,116.7486,503.494
2012,F,電気・ガス・熱供給・水道業,35～39歳,37.4659,138.7869,588.3774
2012,F,電気・ガス・熱供給・水道業,40～44歳,43.9227,162.1611,689.2337
2012,F,電気・ガス・熱供給・水道業,45～49歳,50.3499,196.6725,800.8712
2012,F,電気・ガス・熱供給・水道業,50～54歳,53.2244,208.0521,846.7448
2012,F,電気・ガス・熱供給・水道業,55～59歳,51.4912,198.089,815.9839
2012,F,電気・ガス・熱供給・水道業,60～64歳,26.9516,89.8688,413.2879
2012,F,電気・ガス・熱供給・水道業,65～69歳,24.563,60.3698,355.1252
2012,F,電気・ガス・熱供給・水道業,70歳～,22.41,16.2857,285.2057
2012,G,情報通信業,年齢計,39.2732,124.6568,595.9348
2012,G,情報通信業,～19歳,17.4472,10.5011,219.867
2012,G,情報通信業,20～24歳,21.149,32.5497,286.3373
2012,G,情報通信業,25～29歳,24.8553,62.2986,360.5619
2012,G,情報通信業,30～34歳,29.9771,85.7104,445.4356
2012,G,情報通信業,35～39歳,37.3914,111.4284,560.1254
2012,G,情報通信業,40～44歳,42.9812,150.419,666.1933
2012,G,情報通信業,45～49歳,51.1152,176.4122,789.7947
2012,G,情報通信業,50～54歳,58.85,204.0827,910.2827
2012,G,情報通信業,55～59歳,53.0252,189.1423,825.4452
2012,G,情報通信業,60～64歳,30.4014,73.3005,438.1173
2012,G,情報通信業,65～69歳,29.9241,76.1037,435.1929
2012,G,情報通信業,70歳～,41.4356,6.8159,504.0429
2012,H,運輸業，郵便業,年齢計,26.2445,52.1219,367.056
2012,H,運輸業，郵便業,～19歳,16.6311,11.0397,210.6129
2012,H,運輸業，郵便業,20～24歳,19.3583,37.9212,270.2213
2012,H,運輸業，郵便業,25～29歳,22.3738,49.5632,318.049
2012,H,運輸業，郵便業,30～34歳,25.2637,52.146,355.3102
2012,H,運輸業，郵便業,35～39歳,27.0017,55.9042,379.9241
2012,H,運輸業，郵便業,40～44歳,27.7825,53.9289,387.3183
2012,H,運輸業，郵便業,45～49歳,29.4941,62.0826,416.0122
2012,H,運輸業，郵便業,50～54歳,29.9509,70.8362,430.2468
2012,H,運輸業，郵便業,55～59歳,28.229,58.7621,397.5099
2012,H,運輸業，郵便業,60～64歳,21.6818,23.4835,283.6647
2012,H,運輸業，郵便業,65～69歳,19.1397,13.222,242.8989
2012,H,運輸業，郵便業,70歳～,17.669,9.7046,221.7331
2012,I,卸売業，小売業,年齢計,29.6399,79.7488,435.4275
2012,I,卸売業，小売業,～19歳,15.7404,4.5515,193.4367
2012,I,卸売業，小売業,20～24歳,19.5994,28.3653,263.5581
2012,I,卸売業，小売業,25～29歳,22.587,57.0372,328.0808
2012,I,卸売業，小売業,30～34歳,26.1381,70.6767,384.3338
2012,I,卸売業，小売業,35～39歳,29.914,86.3165,445.2841
2012,I,卸売業，小売業,40～44歳,33.6103,99.957,503.2808
2012,I,卸売業，小売業,45～49歳,36.292,108.1056,543.6095
2012,I,卸売業，小売業,50～54歳,37.2094,110.1727,556.686
2012,I,卸売業，小売業,55～59歳,36.158,99.4015,533.2976
2012,I,卸売業，小売業,60～64歳,25.6411,38.8396,346.5333
2012,I,卸売業，小売業,65～69歳,24.6537,27.3276,323.1718
2012,I,卸売業，小売業,70歳～,21.9698,12.8812,276.5191
2012,J,金融業，保険業,年齢計,36.6849,131.6683,571.8868
2012,J,金融業，保険業,～19歳,15.4031,13.1535,197.9906
2012,J,金融業，保険業,20～24歳,20.1947,40.6906,283.0266
2012,J,金融業，保険業,25～29歳,24.6988,88.9489,385.334
2012,J,金融業，保険業,30～34歳,31.122,113.3477,486.8123
2012,J,金融業，保険業,35～39歳,36.3235,135.3675,571.25
2012,J,金融業，保険業,40～44歳,41.9863,166.1368,669.9719
2012,J,金融業，保険業,45～49歳,48.1533,188.7642,766.6033
2012,J,金融業，保険業,50～54歳,46.3082,173.7067,729.4053
2012,J,金融業，保険業,55～59歳,43.0848,135.9383,652.9556
2012,J,金融業，保険業,60～64歳,32.2566,78.1069,465.1859
2012,J,金融業，保険業,65～69歳,30.6899,83.2891,451.5678
2012,J,金融業，保険業,70歳～,28.0476,47.7183,384.2891
2012,K,不動産業，物品賃貸業,年齢計,31.0839,87.4592,460.4662
2012,K,不動産業，物品賃貸業,～19歳,16.7888,6.6031,208.0681
2012,K,不動産業，物品賃貸業,20～24歳,20.5501,26.5878,273.1889
2012,K,不動産業，物品賃貸業,25～29歳,23.7391,69.9442,354.8131
2012,K,不動産業，物品賃貸業,30～34歳,27.8692,84.1699,418.6
2012,K,不動産業，物品賃貸業,35～39歳,32.0093,93.4099,477.5213
2012,K,不動産業，物品賃貸業,40～44歳,36.4198,113.1924,550.2298
2012,K,不動産業，物品賃貸業,45～49歳,41.3937,135.3899,632.1139
2012,K,不動産業，物品賃貸業,50～54歳,39.8333,128.7354,606.7354
2012,K,不動産業，物品賃貸業,55～59歳,38.1249,101.6417,559.1408
2012,K,不動産業，物品賃貸業,60～64歳,24.5258,44.028,338.3381
2012,K,不動産業，物品賃貸業,65～69歳,20.2299,18.0347,260.7933
2012,K,不動産業，物品賃貸業,70歳～,19.0502,15.2723,243.8751
2012,L,学術研究，専門・技術サービス業,年齢計,36.8469,118.9839,561.1463
2012,L,学術研究，専門・技術サービス業,～19歳,17.4653,16.6974,226.2806
2012,L,学術研究，専門・技術サービス業,20～24歳,20.4699,34.0519,279.6905
2012,L,学術研究，専門・技術サービス業,25～29歳,25.3219,73.1247,376.9873
2012,L,学術研究，専門・技術サービス業,30～34歳,30.8534,92.281,462.5213
2012,L,学術研究，専門・技術サービス業,35～39歳,34.6927,110.9344,527.2464
2012,L,学術研究，専門・技術サービス業,40～44歳,40.1423,139.096,620.8039
2012,L,学術研究，専門・技術サービス業,45～49歳,46.14,165.9845,719.6644
2012,L,学術研究，専門・技術サービス業,50～54歳,48.5144,172.9174,755.0899
2012,L,学術研究，専門・技術サービス業,55～59歳,48.1837,167.9722,746.1769
2012,L,学術研究，専門・技術サービス業,60～64歳,35.3817,90.9004,515.4813
2012,L,学術研究，専門・技術サービス業,65～69歳,33.7661,59.7372,464.9302
2012,L,学術研究，専門・技術サービス業,70歳～,30.7353,39.6774,408.5006
2012,M,宿泊業，飲食サービス業,年齢計,23.5197,27.1161,309.3523
2012,M,宿泊業，飲食サービス業,～19歳,15.4465,3.0983,188.4562
2012,M,宿泊業，飲食サービス業,20～24歳,17.6989,11.3712,223.7582
2012,M,宿泊業，飲食サービス業,25～29歳,20.6663,24.2464,272.2423
2012,M,宿泊業，飲食サービス業,30～34歳,23.2928,29.7232,309.2369
2012,M,宿泊業，飲食サービス業,35～39歳,26.0012,37.0774,349.0913
2012,M,宿泊業，飲食サービス業,40～44歳,27.0932,37.7781,362.8959
2012,M,宿泊業，飲食サービス業,45～49歳,27.4536,36.1195,365.5628
2012,M,宿泊業，飲食サービス業,50～54歳,27.1279,33.4881,359.0233
2012,M,宿泊業，飲食サービス業,55～59歳,25.1434,27.0876,328.809
2012,M,宿泊業，飲食サービス業,60～64歳,20.9512,12.7825,264.1974
2012,M,宿泊業，飲食サービス業,65～69歳,18.2936,6.2279,225.7515
2012,M,宿泊業，飲食サービス業,70歳～,18.2137,6.7627,225.3266
2012,N,生活関連サービス業，娯楽業,年齢計,25.0668,39.0072,339.8087
2012,N,生活関連サービス業，娯楽業,～19歳,16.9227,2.7143,205.7867
2012,N,生活関連サービス業，娯楽業,20～24歳,18.7769,11.5115,236.8343
2012,N,生活関連サービス業，娯楽業,25～29歳,22.057,28.76,293.4436
2012,N,生活関連サービス業，娯楽業,30～34歳,25.94,43.6709,354.9512
2012,N,生活関連サービス業，娯楽業,35～39歳,27.9171,52.5034,387.509
2012,N,生活関連サービス業，娯楽業,40～44歳,29.4864,58.9578,412.7946
2012,N,生活関連サービス業，娯楽業,45～49歳,30.0384,61.5051,421.9663
2012,N,生活関連サービス業，娯楽業,50～54歳,29.1618,53.0124,402.9538
2012,N,生活関連サービス業，娯楽業,55～59歳,27.4979,45.9796,375.9547
2012,N,生活関連サービス業，娯楽業,60～64歳,22.2378,21.7103,288.5633
2012,N,生活関連サービス業，娯楽業,65～69歳,19.0059,11.4371,239.5079
2012,N,生活関連サービス業，娯楽業,70歳～,20.0776,8.6512,249.5823
2012,O,教育，学習支援業,年齢計,38.6466,138.9106,602.6696
2012,O,教育，学習支援業,～19歳,14.8483,3.9305,182.1105
2012,O,教育，学習支援業,20～24歳,20.0326,35.2895,275.6811
2012,O,教育，学習支援業,25～29歳,23.6759,61.4766,345.5877
2012,O,教育，学習支援業,30～34歳,29.9256,86.2393,445.3466
2012,O,教育，学習支援業,35～39歳,35.4013,115.007,539.8226
2012,O,教育，学習支援業,40～44歳,39.9951,145.3492,625.2905
2012,O,教育，学習支援業,45～49歳,44.5726,170.3654,705.2372
2012,O,教育，学習支援業,50～54歳,49.3428,199.0808,791.1948
2012,O,教育，学習支援業,55～59歳,51.6628,214.9301,834.8832
2012,O,教育，学習支援業,60～64歳,50.7557,213.3507,822.4191
2012,O,教育，学習支援業,65～69歳,50.8891,209.4384,820.107
2012,O,教育，学習支援業,70歳～,40.6562,134.5923,622.4667
2012,P,医療，福祉,年齢計,27.4374,66.0379,395.2862
2012,P,医療，福祉,～19歳,16.3965,11.9581,208.7159
2012,P,医療，福祉,20～24歳,20.2651,35.5837,278.7648
2012,P,医療，福祉,25～29歳,22.9954,56.4978,332.4425
2012,P,医療，福祉,30～34歳,25.4705,62.9073,368.5536
2012,P,医療，福祉,35～39歳,28.0988,68.039,405.2241
2012,P,医療，福祉,40～44歳,29.17,73.407,423.4467
2012,P,医療，福祉,45～49歳,30.8607,76.558,446.887
2012,P,医療，福祉,50～54歳,31.5435,85.3342,463.8559
2012,P,医療，福祉,55～59歳,32.937,83.8685,479.1125
2012,P,医療，福祉,60～64歳,29.8522,63.1212,421.3471
2012,P,医療，福祉,65～69歳,33.7124,59.4476,463.9966
2012,P,医療，福祉,70歳～,49.3701,69.7052,662.1466
2012,Q,複合サービス事業,年齢計,29.327,95.4067,447.3312
2012,Q,複合サービス事業,～19歳,15.1207,9.4152,190.8635
2012,Q,複合サービス事業,20～24歳,18.4368,43.5835,264.8249
2012,Q,複合サービス事業,25～29歳,21.256,73.4812,328.5531
2012,Q,複合サービス事業,30～34歳,24.2514,82.772,373.7883
2012,Q,複合サービス事業,35～39歳,28.5419,93.9883,436.4913
2012,Q,複合サービス事業,40～44歳,31.5519,107.7108,486.3339
2012,Q,複合サービス事業,45～49歳,34.2274,115.3153,526.0442
2012,Q,複合サービス事業,50～54歳,36.8796,122.5827,565.1373
2012,Q,複合サービス事業,55～59歳,37.4567,124.8683,574.3486
2012,Q,複合サービス事業,60～64歳,23.8668,48.9266,335.3285
2012,Q,複合サービス事業,65～69歳,19.5496,14.7197,249.3151
2012,Q,複合サービス事業,70歳～,19.5108,23.2792,257.4085
2012,R,サービス業（他に分類されないもの）,年齢計,24.5363,45.0008,339.4368
2012,R,サービス業（他に分類されないもの）,～19歳,16.4568,7.4765,204.9584
2012,R,サービス業（他に分類されないもの）,20～24歳,18.4468,19.0823,240.4435
2012,R,サービス業（他に分類されないもの）,25～29歳,21.2005,32.8686,287.274
2012,R,サービス業（他に分類されないもの）,30～34歳,23.3474,39.9762,320.145
2012,R,サービス業（他に分類されないもの）,35～39歳,25.584,50.7729,357.7812
2012,R,サービス業（他に分類されないもの）,40～44歳,26.5355,53.8625,372.2882
2012,R,サービス業（他に分類されないもの）,45～49歳,27.8723,57.345,391.8124
2012,R,サービス業（他に分類されないもの）,50～54歳,28.5752,62.9829,405.885
2012,R,サービス業（他に分類されないもの）,55～59歳,27.4565,61.16,390.6381
2012,R,サービス業（他に分類されないもの）,60～64歳,21.9347,29.6625,292.8785
2012,R,サービス業（他に分類されないもの）,65～69歳,18.9584,12.7676,240.2688
2012,R,サービス業（他に分類されないもの）,70歳～,18.5117,12.5855,234.7262
2013,C,鉱業，採石業，砂利採取業,年齢計,31.2049,103.1465,477.6048
2013,C,鉱業，採石業，砂利採取業,～19歳,17.3033,13.625,221.265
2013,C,鉱業，採石業，砂利採取業,20～24歳,20.8546,65.8904,316.1452
2013,C,鉱業，採石業，砂利採取業,25～29歳,25.2091,89.914,392.4236
2013,C,鉱業，採石業，砂利採取業,30～34歳,27.0015,87.6399,411.6578
2013,C,鉱業，採石業，砂利採取業,35～39歳,29.4321,94.6572,447.8426
2013,C,鉱業，採石業，砂利採取業,40～44歳,32.5426,107.9681,498.479
2013,C,鉱業，採石業，砂利採取業,45～49歳,34.5418,121.1242,535.6261
2013,C,鉱業，採石業，砂利採取業,50～54歳,37.3531,145.7982,594.0358
2013,C,鉱業，採石業，砂利採取業,55～59歳,35.153,121.7751,543.6112
2013,C,鉱業，採石業，砂利採取業,60～64歳,26.7858,60.7155,382.1455
2013,C,鉱業，採石業，砂利採取業,65～69歳,23.0567,21.6406,298.3206
2013,C,鉱業，採石業，砂利採取業,70歳～,20.11,15.838,257.158
2013,D,建設業,年齢計,31.7069,73.0114,453.4937
2013,D,建設業,～19歳,16.9001,8.2553,211.0568
2013,D,建設業,20～24歳,20.6919,28.3553,276.6587
2013,D,建設業,25～29歳,23.7141,54.5612,339.1305
2013,D,建設業,30～34歳,26.6484,57.7932,377.5743
2013,D,建設業,35～39歳,30.3373,68.1482,432.1954
2013,D,建設業,40～44歳,33.6738,86.6911,490.7772
2013,D,建設業,45～49歳,37.7321,101.5187,554.304
2013,D,建設業,50～54歳,39.0462,105.2358,573.7907
2013,D,建設業,55～59歳,38.6352,96.1332,559.756
2013,D,建設業,60～64歳,28.3812,42.3346,382.9092
2013,D,建設業,65～69歳,26.7678,22.0872,343.301
2013,D,建設業,70歳～,27.0468,10.7831,335.3448
2013,E,製造業,年齢計,28.9881,90.196,438.0534
2013,E,製造業,～19歳,17.0017,15.0716,219.0923
2013,E,製造業,20～24歳,19.0502,44.9725,273.5744
2013,E,製造業,25～29歳,22.1176,64.1301,329.5415
2013,E,製造業,30～34歳,25.1487,76.9413,378.726
2013,E,製造業,35～39歳,28.1915,88.485,426.7825
2013,E,製造業,40～44歳,31.909,105.9732,488.8816
2013,E,製造業,45～49歳,35.1395,120.0676,541.7411
2013,E,製造業,50～54歳,36.9899,126.172,570.051
2013,E,製造業,55～59歳,34.8851,113.0965,531.7179
2013,E,製造業,60～64歳,23.6668,52.2676,336.2695
2013,E,製造業,65～69歳,22.5789,34.1405,305.0876
2013,E,製造業,70歳～,21.9157,25.9306,288.9194
2013,F,電気・ガス・熱供給・水道業,年齢計,40.6475,129.6616,617.4316
2013,F,電気・ガス・熱供給・水道業,～19歳,17.298,22.0622,229.6388
2013,F,電気・ガス・熱供給・水道業,20～24歳,20.8314,56.7038,306.68
2013,F,電気・ガス・熱供給・水道業,25～29歳,26.3558,81.2586,397.5277
2013,F,電気・ガス・熱供給・水道業,30～34歳,32.7426,101.0142,493.925
2013,F,電気・ガス・熱供給・水道業,35～39歳,37.8617,120.6971,575.0379
2013,F,電気・ガス・熱供給・水道業,40～44歳,44.4651,139.0014,672.583
2013,F,電気・ガス・熱供給・水道業,45～49歳,50.5569,167.64,774.3226
2013,F,電気・ガス・熱供給・水道業,50～54歳,55.2725,182.5589,845.8284
2013,F,電気・ガス・熱供給・水道業,55～59歳,51.3589,174.6468,790.9537
2013,F,電気・ガス・熱供給・水道業,60～64歳,27.5523,84.1825,414.81
2013,F,電気・ガス・熱供給・水道業,65～69歳,26.6532,51.4377,371.2765
2013,F,電気・ガス・熱供給・水道業,70歳～,18.2089,21.3656,239.8722
2013,G,情報通信業,年齢計,37.6161,115.7515,567.1446
2013,G,情報通信業,～19歳,17.0724,17.0092,221.8784
2013,G,情報通信業,20～24歳,21.3803,26.2068,282.7702
2013,G,情報通信業,25～29歳,25.7663,63.2164,372.4122
2013,G,情報通信業,30～34歳,31.0557,81.4005,454.0692
2013,G,情報通信業,35～39歳,37.1943,117.475,563.8065
2013,G,情報通信業,40～44歳,42.2254,149.1927,655.897
2013,G,情報通信業,45～49歳,48.518,161.9387,744.1542
2013,G,情報通信業,50～54歳,52.269,180.1669,807.395
2013,G,情報通信業,55～59歳,48.6519,160.0529,743.8758
2013,G,情報通信業,60～64歳,30.6261,91.6225,459.1359
2013,G,情報通信業,65～69歳,31.3255,28.3697,404.2761
2013,G,情報通信業,70歳～,20.5725,0,246.87
2013,H,運輸業，郵便業,年齢計,25.8495,52.9898,363.1834
2013,H,運輸業，郵便業,～19歳,16.5823,14.5787,213.5662
2013,H,運輸業，郵便業,20～24歳,19.9951,36.5566,276.4977
2013,H,運輸業，郵便業,25～29歳,22.1169,51.0554,316.4579
2013,H,運輸業，郵便業,30～34歳,24.8252,55.7695,353.6718
2013,H,運輸業，郵便業,35～39歳,25.9869,53.9634,365.8063
2013,H,運輸業，郵便業,40～44歳,27.7834,56.1152,389.5164
2013,H,運輸業，郵便業,45～49歳,27.9112,57.0623,391.9969
2013,H,運輸業，郵便業,50～54歳,29.6987,72.7808,429.1647
2013,H,運輸業，郵便業,55～59歳,28.0136,64.4448,400.6081
2013,H,運輸業，郵便業,60～64歳,21.3256,25.6154,281.5227
2013,H,運輸業，郵便業,65～69歳,19.0099,14.9511,243.0703
2013,H,運輸業，郵便業,70歳～,18.6798,12.4655,236.6229
2013,I,卸売業，小売業,年齢計,29.3257,79.2102,431.119
2013,I,卸売業，小売業,～19歳,15.9264,5.0438,196.1609
2013,I,卸売業，小売業,20～24歳,19.1933,26.2871,256.6065
2013,I,卸売業，小売業,25～29歳,22.3249,57.7686,325.6676
2013,I,卸売業，小売業,30～34歳,25.3883,66.1928,370.8524
2013,I,卸売業，小売業,35～39歳,29.0261,81.6159,429.9288
2013,I,卸売業，小売業,40～44歳,33.1906,100.3239,498.6115
2013,I,卸売業，小売業,45～49歳,35.5914,110.0754,537.172
2013,I,卸売業，小売業,50～54歳,36.9905,113.4054,557.2909
2013,I,卸売業，小売業,55～59歳,35.1347,95.7323,517.3491
2013,I,卸売業，小売業,60～64歳,27.1708,40.0913,366.1405
2013,I,卸売業，小売業,65～69歳,24.0726,25.6479,314.5185
2013,I,卸売業，小売業,70歳～,20.0513,22.7489,263.3648
2013,J,金融業，保険業,年齢計,36.3357,125.1634,561.1916
2013,J,金融業，保険業,～19歳,15.1581,17.3634,199.2611
2013,J,金融業，保険業,20～24歳,20.3838,37.7988,282.4044
2013,J,金融業，保険業,25～29歳,24.7471,87.7573,384.7222
2013,J,金融業，保険業,30～34歳,30.2956,104.4626,468.0095
2013,J,金融業，保険業,35～39歳,36.1977,123.2497,557.6215
2013,J,金融業，保険業,40～44歳,40.5766,152.4156,639.335
2013,J,金融業，保険業,45～49歳,46.5388,172.0248,730.4898
2013,J,金融業，保険業,50～54歳,46.5573,169.6378,728.3256
2013,J,金融業，保険業,55～59歳,41.511,134.26,632.3924
2013,J,金融業，保険業,60～64歳,31.1474,80.7052,454.4744
2013,J,金融業，保険業,65～69歳,31.9035,84.5044,467.3469
2013,J,金融業，保険業,70歳～,29.4548,69.2892,422.7471
2013,K,不動産業，物品賃貸業,年齢計,31.6653,87.6975,467.6807
2013,K,不動産業，物品賃貸業,～19歳,16.0632,5.4038,198.1619
2013,K,不動産業，物品賃貸業,20～24歳,20.8245,27.4436,277.338
2013,K,不動産業，物品賃貸業,25～29歳,23.7699,63.51,348.7483
2013,K,不動産業，物品賃貸業,30～34歳,28.6791,81.3804,425.5295
2013,K,不動産業，物品賃貸業,35～39歳,31.9425,94.0567,477.3668
2013,K,不動産業，物品賃貸業,40～44歳,36.2911,111.1165,546.6102
2013,K,不動産業，物品賃貸業,45～49歳,40.4975,128.7878,614.7581
2013,K,不動産業，物品賃貸業,50～54歳,41.1554,129.4466,623.3117
2013,K,不動産業，物品賃貸業,55～59歳,38.8201,115.2481,581.0894
2013,K,不動産業，物品賃貸業,60～64歳,26.142,45.0999,358.8038
2013,K,不動産業，物品賃貸業,65～69歳,21.2713,20.7921,276.0472
2013,K,不動産業，物品賃貸業,70歳～,19.6171,11.4865,246.8913
2013,L,学術研究，専門・技術サービス業,年齢計,37.2421,117.7471,564.6523
2013,L,学術研究，専門・技術サービス業,～19歳,16.489,11.564,209.4319
2013,L,学術研究，専門・技術サービス業,20～24歳,20.737,33.3805,282.2249
2013,L,学術研究，専門・技術サービス業,25～29歳,25.8196,70.7811,380.6162
2013,L,学術研究，専門・技術サービス業,30～34歳,31.2935,95.2324,470.7545
2013,L,学術研究，専門・技術サービス業,35～39歳,35.8183,113.1,542.9201
2013,L,学術研究，専門・技術サービス業,40～44歳,40.0313,136.5262,616.9012
2013,L,学術研究，専門・技術サービス業,45～49歳,45.9043,166.0878,716.94
2013,L,学術研究，専門・技術サービス業,50～54歳,48.7431,168.7226,753.6403
2013,L,学術研究，専門・技術サービス業,55～59歳,46.6321,158.7569,718.3418
2013,L,学術研究，専門・技術サービス業,60～64歳,34.9964,72.3503,492.3077
2013,L,学術研究，専門・技術サービス業,65～69歳,36.8893,41.9899,484.6612
2013,L,学術研究，専門・技術サービス業,70歳～,29.546,50.0348,404.5863
2013,M,宿泊業，飲食サービス業,年齢計,23.2652,27.6037,306.7857
2013,M,宿泊業，飲食サービス業,～19歳,15.0878,2.2105,183.2643
2013,M,宿泊業，飲食サービス業,20～24歳,17.53,12.8741,223.2344
2013,M,宿泊業，飲食サービス業,25～29歳,20.0989,25.0013,266.1883
2013,M,宿泊業，飲食サービス業,30～34歳,23.0798,30.9943,307.9516
2013,M,宿泊業，飲食サービス業,35～39歳,25.5507,38.0488,344.6576
2013,M,宿泊業，飲食サービス業,40～44歳,26.9813,38.2689,362.0439
2013,M,宿泊業，飲食サービス業,45～49歳,27.2094,35.1553,361.6678
2013,M,宿泊業，飲食サービス業,50～54歳,26.9749,33.744,357.4427
2013,M,宿泊業，飲食サービス業,55～59歳,25.2359,27.0625,329.8935
2013,M,宿泊業，飲食サービス業,60～64歳,20.5621,12.3305,259.0761
2013,M,宿泊業，飲食サービス業,65～69歳,18.5467,7.4464,230.0063
2013,M,宿泊業，飲食サービス業,70歳～,17.0214,4.6939,208.9506
2013,N,生活関連サービス業，娯楽業,年齢計,25.3566,38.2381,342.5179
2013,N,生活関連サービス業，娯楽業,～19歳,16.5556,2.1581,200.8252
2013,N,生活関連サービス業，娯楽業,20～24歳,18.8947,10.2195,236.9554
